index,date,cheveux,age,exp,salaire,sexe,diplome,specialite,note,dispo,embauche,annee,mois,trimestre,jour_semaine,semaine_annee,exp_age_ratio,salaire_par_exp,ecart_exp_max,categorie_age,niveau_experience,tranche_salaire,niveau_note,diplome_num,diplome_x_exp,diplome_x_note,exp_x_note,score_composite,exp_elevee_pour_age,salaire_eleve,note_elevee,diplome_eleve,est_senior,profil_atypique
14849,2013-10-08,brun,37.0,16.0,37126.0,M,licence,geologie,72.28,non,0,2013,10,4,1,41,0.8421052631578947,2183.8823529411766,3.0,Confirme,Expert,Eleve,Bon,2,32.0,144.56,1156.48,43.228,1,1,0,0,0,0
14850,2010-08-08,chatain,39.0,7.0,41141.0,M,doctorat,detective,84.25,oui,0,2010,8,3,6,31,0.3333333333333333,5142.625,14.0,Confirme,Experimente,Tres_eleve,Bon,4,28.0,337.0,589.75,55.425,0,1,1,1,0,0
14851,2012-02-28,blond,29.0,8.0,33588.0,F,licence,detective,86.1,non,0,2012,2,1,1,9,0.7272727272727273,3732.0,3.0,Junior,Experimente,Moyen,Excellent,2,16.0,172.2,688.8,36.61,1,0,1,0,0,0
14852,2013-08-30,chatain,44.0,9.0,26255.0,F,doctorat,forage,98.25,oui,0,2013,8,3,4,35,0.34615384615384615,2625.5,17.0,Confirme,Experimente,Bas,Excellent,4,36.0,393.0,884.25,58.825,0,0,1,1,0,1
14853,2012-05-07,chatain,0.0,6.0,34655.0,M,master,forage,80.91,oui,0,2012,5,2,0,19,-0.3333333333333333,4950.714285714285,-24.0,,Experimente,Moyen,Bon,3,18.0,242.73,485.46,44.091,0,0,1,1,0,0
14854,2012-03-11,chatain,47.0,10.0,41876.0,F,master,detective,79.59,oui,0,2012,3,1,6,10,0.3448275862068966,3806.909090909091,19.0,Senior,Experimente,Tres_eleve,Bon,3,30.0,238.77,795.9000000000001,47.959,0,1,1,1,0,0
14855,2010-05-24,brun,29.0,11.0,37102.0,F,master,detective,91.22,oui,0,2010,5,2,0,21,1.0,3091.8333333333335,0.0,Junior,Expert,Eleve,Excellent,3,33.0,273.65999999999997,1003.42,50.122,1,1,1,1,0,0
14856,2014-10-23,brun,31.0,8.0,38682.0,F,master,detective,82.84,oui,0,2014,10,4,3,43,0.6153846153846154,4298.0,5.0,Junior,Experimente,Eleve,Bon,3,24.0,248.52,662.72,46.284,1,1,1,1,0,0
14857,2010-11-29,blond,34.0,7.0,30119.0,M,master,forage,71.49,non,0,2010,11,4,0,48,0.4375,3764.875,9.0,Junior,Experimente,Moyen,Bon,3,21.0,214.46999999999997,500.42999999999995,44.149,0,0,0,1,0,0
14858,2011-09-09,brun,31.0,11.0,35533.0,M,licence,forage,65.78,non,0,2011,9,3,4,36,0.8461538461538461,2961.0833333333335,2.0,Junior,Expert,Eleve,Moyen,2,22.0,131.56,723.58,37.578,1,1,0,0,0,0
14859,2014-12-22,chatain,35.0,8.0,34249.0,F,master,geologie,84.21,non,0,2014,12,4,0,52,0.47058823529411764,3805.4444444444443,9.0,Junior,Experimente,Moyen,Bon,3,24.0,252.63,673.68,46.421,0,0,1,1,0,0
14860,2010-06-10,chatain,24.0,9.0,29878.0,F,doctorat,forage,82.43,oui,0,2010,6,2,3,23,1.5,2987.8,-3.0,Jeune,Experimente,Bas,Bon,4,36.0,329.72,741.8700000000001,57.243,1,0,1,1,0,1
14861,2010-05-18,roux,44.0,11.0,29994.0,M,licence,detective,63.8,oui,0,2010,5,2,1,20,0.4230769230769231,2499.5,15.0,Confirme,Expert,Bas,Moyen,2,22.0,127.6,701.8,37.38,0,0,0,0,1,0
14862,2012-03-19,chatain,16.0,10.0,33077.0,F,master,forage,83.07,oui,0,2012,3,1,0,12,-5.0,3007.0,-12.0,Jeune,Experimente,Moyen,Bon,3,30.0,249.20999999999998,830.6999999999999,48.307,0,0,1,1,0,0
14863,2011-02-05,blond,17.0,7.0,32276.0,F,licence,detective,93.39,oui,0,2011,2,1,5,5,-7.0,4034.5,-8.0,Jeune,Experimente,Moyen,Excellent,2,14.0,186.78,653.73,36.339,0,0,1,0,0,0
14864,2014-11-03,blond,23.0,6.0,32053.0,M,licence,geologie,75.53,non,0,2014,11,4,0,45,1.2,4579.0,-1.0,Jeune,Experimente,Moyen,Bon,2,12.0,151.06,453.18,33.553,1,0,1,0,0,0
14865,2011-09-28,brun,33.0,9.0,34853.0,F,licence,forage,67.06,non,0,2011,9,3,2,39,0.6,3485.3,6.0,Junior,Experimente,Moyen,Moyen,2,18.0,134.12,603.54,35.706,1,0,0,0,0,0
14866,2013-10-11,roux,34.0,9.0,40920.0,M,bac,geologie,24.72,non,0,2013,10,4,4,41,0.5625,4092.0,7.0,Junior,Experimente,Tres_eleve,Faible,1,9.0,24.72,222.48,21.472,1,1,0,0,0,0
14867,2012-07-17,roux,17.0,8.0,38019.0,M,bac,geologie,67.42,non,0,2012,7,3,1,29,-8.0,4224.333333333333,-9.0,Jeune,Experimente,Eleve,Moyen,1,8.0,67.42,539.36,24.742,0,1,0,0,0,0
14868,2011-04-14,blond,38.0,11.0,32712.0,M,licence,geologie,94.86,non,0,2011,4,2,3,15,0.55,2726.0,9.0,Confirme,Expert,Moyen,Excellent,2,22.0,189.72,1043.46,40.486000000000004,1,0,1,0,0,0
14869,2010-10-24,brun,40.0,7.0,29296.0,F,master,forage,87.18,non,0,2010,10,4,6,42,0.3181818181818182,3662.0,15.0,Confirme,Experimente,Bas,Excellent,3,21.0,261.54,610.26,45.718,0,0,1,1,0,0
14870,2010-07-01,blond,40.0,16.0,32474.0,M,licence,geologie,82.93,non,0,2010,7,3,3,26,0.7272727272727273,1910.235294117647,6.0,Confirme,Expert,Moyen,Bon,2,32.0,165.86,1326.88,44.293,1,0,1,0,0,0
14871,2013-09-25,blond,31.0,9.0,32210.0,M,master,detective,77.74,oui,0,2013,9,3,2,39,0.6923076923076923,3221.0,4.0,Junior,Experimente,Moyen,Bon,3,27.0,233.21999999999997,699.66,46.774,1,0,1,1,0,0
14872,2010-03-13,brun,23.0,6.0,37237.0,M,licence,geologie,49.52,non,0,2010,3,1,5,10,1.2,5319.571428571428,-1.0,Jeune,Experimente,Eleve,Faible,2,12.0,99.04,297.12,30.951999999999998,1,1,0,0,0,0
14873,2014-04-30,blond,31.0,11.0,36540.0,M,bac,geologie,40.27,non,0,2014,4,2,2,18,0.8461538461538461,3045.0,2.0,Junior,Expert,Eleve,Faible,1,11.0,40.27,442.97,25.027,1,1,0,0,0,0
14874,2014-11-12,chatain,23.0,7.0,28840.0,F,doctorat,detective,73.97,oui,0,2014,11,4,2,46,1.4,3605.0,-2.0,Jeune,Experimente,Bas,Bon,4,28.0,295.88,517.79,54.397,1,0,0,1,0,1
14875,2011-01-19,chatain,42.0,15.0,37534.0,F,master,detective,83.01,oui,0,2011,1,1,2,3,0.625,2345.875,9.0,Confirme,Expert,Eleve,Bon,3,45.0,249.03000000000003,1245.15,53.301,1,1,1,1,1,0
14876,2013-08-28,chatain,42.0,9.0,37496.0,F,master,geologie,85.86,non,0,2013,8,3,2,35,0.375,3749.6,15.0,Confirme,Experimente,Eleve,Excellent,3,27.0,257.58,772.74,47.586,0,1,1,1,0,0
14877,2011-09-23,chatain,32.0,6.0,41495.0,M,master,detective,82.91,oui,0,2011,9,3,4,38,0.42857142857142855,5927.857142857143,8.0,Junior,Experimente,Tres_eleve,Bon,3,18.0,248.73,497.46,44.291,0,1,1,1,0,0
14878,2014-09-15,blond,48.0,10.0,32781.0,M,licence,geologie,52.16,non,0,2014,9,3,0,38,0.3333333333333333,2980.090909090909,20.0,Senior,Experimente,Moyen,Moyen,2,20.0,104.32,521.5999999999999,35.216,0,0,0,0,0,0
14879,2012-05-21,chatain,39.0,16.0,32996.0,M,doctorat,geologie,64.33,oui,1,2012,5,2,0,21,0.7619047619047619,1940.9411764705883,5.0,Confirme,Expert,Moyen,Moyen,4,64.0,257.32,1029.28,62.433,1,0,0,1,0,0
14880,2012-11-29,chatain,44.0,10.0,34834.0,F,master,detective,69.38,non,0,2012,11,4,3,48,0.38461538461538464,3166.7272727272725,16.0,Confirme,Experimente,Moyen,Moyen,3,30.0,208.14,693.8,46.938,0,0,0,1,0,0
14881,2014-01-29,roux,23.0,7.0,39560.0,M,licence,detective,81.69,oui,0,2014,1,1,2,5,1.4,4945.0,-2.0,Jeune,Experimente,Eleve,Bon,2,14.0,163.38,571.8299999999999,35.169,1,1,1,0,0,0
14882,2012-09-23,brun,34.0,8.0,35788.0,F,licence,geologie,85.08,non,0,2012,9,3,6,38,0.5,3976.4444444444443,8.0,Junior,Experimente,Eleve,Excellent,2,16.0,170.16,680.64,36.507999999999996,0,1,1,0,0,0
14883,2011-07-20,roux,34.0,14.0,27711.0,M,bac,geologie,78.01,non,0,2011,7,3,2,29,0.875,1847.4,2.0,Junior,Expert,Bas,Bon,1,14.0,78.01,1092.14,31.801000000000002,1,0,1,0,0,0
14884,2012-05-08,roux,47.0,7.0,34686.0,M,bac,forage,60.43,non,0,2012,5,2,1,19,0.2413793103448276,4335.75,22.0,Senior,Experimente,Moyen,Moyen,1,7.0,60.43,423.01,23.043,0,0,0,0,0,0
14885,2013-09-18,blond,41.0,11.0,31386.0,F,licence,geologie,96.29,non,0,2013,9,3,2,38,0.4782608695652174,2615.5,12.0,Confirme,Expert,Moyen,Excellent,2,22.0,192.58,1059.19,40.629000000000005,0,0,1,0,1,0
14886,2014-03-12,brun,25.0,7.0,33624.0,M,licence,geologie,52.85,non,0,2014,3,1,2,11,1.0,4203.0,0.0,Jeune,Experimente,Moyen,Moyen,2,14.0,105.7,369.95,32.285,1,0,0,0,0,0
14887,2010-08-23,blond,20.0,6.0,39432.0,M,licence,geologie,57.12,non,0,2010,8,3,0,34,3.0,5633.142857142857,-4.0,Jeune,Experimente,Eleve,Moyen,2,12.0,114.24,342.71999999999997,31.712,1,1,0,0,0,0
14888,2013-07-20,roux,27.0,13.0,35808.0,M,licence,detective,87.6,oui,0,2013,7,3,5,29,1.4444444444444444,2557.714285714286,-4.0,Junior,Expert,Eleve,Excellent,2,26.0,175.2,1138.8,41.76,1,1,1,0,0,0
14889,2013-07-21,brun,25.0,8.0,39870.0,F,licence,detective,72.69,non,0,2013,7,3,6,29,1.1428571428571428,4430.0,-1.0,Jeune,Experimente,Eleve,Bon,2,16.0,145.38,581.52,35.269,1,1,0,0,0,0
14890,2014-04-02,blond,43.0,6.0,32013.0,F,licence,geologie,97.48,non,0,2014,4,2,2,14,0.24,4573.285714285715,19.0,Confirme,Experimente,Moyen,Excellent,2,12.0,194.96,584.88,35.748000000000005,0,0,1,0,0,0
14891,2010-05-29,roux,34.0,6.0,30670.0,M,master,detective,77.88,oui,0,2010,5,2,5,21,0.375,4381.428571428572,10.0,Junior,Experimente,Moyen,Bon,3,18.0,233.64,467.28,43.788,0,0,1,1,0,0
14892,2013-11-29,chatain,52.0,8.0,33030.0,M,master,geologie,56.35,oui,0,2013,11,4,4,48,0.23529411764705882,3670.0,26.0,Senior,Experimente,Moyen,Moyen,3,24.0,169.05,450.8,43.635,0,0,0,1,0,0
14893,2012-02-03,chatain,33.0,10.0,41863.0,M,master,geologie,69.31,non,0,2012,2,1,4,5,0.6666666666666666,3805.7272727272725,5.0,Junior,Experimente,Tres_eleve,Moyen,3,30.0,207.93,693.1,46.931,1,1,0,1,0,0
14894,2010-10-20,blond,29.0,9.0,43682.0,M,bac,geologie,37.78,non,0,2010,10,4,2,42,0.8181818181818182,4368.2,2.0,Junior,Experimente,Tres_eleve,Faible,1,9.0,37.78,340.02,22.778,1,1,0,0,0,0
14895,2010-01-25,chatain,35.0,7.0,35004.0,M,licence,geologie,72.83,non,0,2010,1,1,0,4,0.4117647058823529,4375.5,10.0,Junior,Experimente,Eleve,Bon,2,14.0,145.66,509.81,34.283,0,1,0,0,0,0
14896,2013-04-27,blond,45.0,11.0,38214.0,F,licence,archeologie,65.49,oui,0,2013,4,2,5,17,0.4074074074074074,3184.5,16.0,Confirme,Expert,Eleve,Moyen,2,22.0,130.98,720.39,37.549,0,1,0,0,1,0
14897,2012-03-13,chatain,34.0,12.0,34503.0,M,doctorat,geologie,78.73,non,0,2012,3,1,1,11,0.75,2654.076923076923,4.0,Junior,Expert,Moyen,Bon,4,48.0,314.92,944.76,59.873,1,0,1,1,0,0
14898,2011-01-07,brun,23.0,10.0,41639.0,M,bac,geologie,17.51,non,0,2011,1,1,4,1,2.0,3785.3636363636365,-5.0,Jeune,Experimente,Tres_eleve,Faible,1,10.0,17.51,175.10000000000002,21.751,1,1,0,0,0,0
14899,2012-01-28,blond,40.0,10.0,35819.0,F,master,forage,96.17,oui,0,2012,1,1,5,4,0.45454545454545453,3256.2727272727275,12.0,Confirme,Experimente,Eleve,Excellent,3,30.0,288.51,961.7,49.617000000000004,0,1,1,1,0,0
14900,2013-03-15,blond,32.0,9.0,36980.0,M,licence,detective,81.13,oui,0,2013,3,1,4,11,0.6428571428571429,3698.0,5.0,Junior,Experimente,Eleve,Bon,2,18.0,162.26,730.17,37.113,1,1,1,0,0,0
14901,2014-12-21,blond,43.0,15.0,33146.0,M,bac,geologie,56.21,non,0,2014,12,4,6,51,0.6,2071.625,10.0,Confirme,Expert,Moyen,Moyen,1,15.0,56.21,843.15,30.621000000000002,1,0,0,0,1,0
14902,2010-02-18,brun,40.0,10.0,35294.0,M,master,forage,81.9,oui,0,2010,2,1,3,7,0.45454545454545453,3208.5454545454545,12.0,Confirme,Experimente,Eleve,Bon,3,30.0,245.70000000000002,819.0,48.19,0,1,1,1,0,0
14903,2011-04-07,brun,32.0,7.0,31861.0,M,master,geologie,86.59,non,0,2011,4,2,3,14,0.5,3982.625,7.0,Junior,Experimente,Moyen,Excellent,3,21.0,259.77,606.13,45.659,0,0,1,1,0,0
14904,2010-08-09,blond,26.0,9.0,42193.0,M,licence,forage,39.95,oui,0,2010,8,3,0,32,1.125,4219.3,-1.0,Junior,Experimente,Tres_eleve,Faible,2,18.0,79.9,359.55,32.995,1,1,0,0,0,0
14905,2011-10-16,chatain,36.0,7.0,33001.0,F,licence,detective,74.51,non,0,2011,10,4,6,41,0.3888888888888889,4125.125,11.0,Confirme,Experimente,Moyen,Bon,2,14.0,149.02,521.57,34.451,0,0,1,0,0,0
14906,2013-04-16,chatain,28.0,9.0,37312.0,M,master,forage,71.91,oui,0,2013,4,2,1,16,0.9,3731.2,1.0,Junior,Experimente,Eleve,Bon,3,27.0,215.73,647.1899999999999,46.191,1,1,0,1,0,0
14907,2013-11-17,chatain,28.0,14.0,33501.0,F,master,detective,72.86,non,0,2013,11,4,6,46,1.4,2233.4,-4.0,Junior,Expert,Moyen,Bon,3,42.0,218.57999999999998,1020.04,51.286,1,0,0,1,0,0
14908,2014-06-14,chatain,27.0,11.0,27098.0,F,doctorat,detective,74.35,oui,0,2014,6,2,5,24,1.2222222222222223,2258.1666666666665,-2.0,Junior,Expert,Bas,Bon,4,44.0,297.4,817.8499999999999,58.435,1,0,1,1,0,1
14909,2014-12-12,brun,24.0,7.0,41184.0,F,bac,detective,60.52,non,0,2014,12,4,4,50,1.1666666666666667,5148.0,-1.0,Jeune,Experimente,Tres_eleve,Moyen,1,7.0,60.52,423.64000000000004,23.052,1,1,0,0,0,0
14910,2012-08-08,brun,33.0,7.0,34918.0,M,master,detective,59.57,oui,0,2012,8,3,2,32,0.4666666666666667,4364.75,8.0,Junior,Experimente,Moyen,Moyen,3,21.0,178.71,416.99,42.957,0,0,0,1,0,0
14911,2013-07-17,roux,38.0,11.0,34096.0,M,master,geologie,96.64,oui,1,2013,7,3,2,29,0.55,2841.3333333333335,9.0,Confirme,Expert,Moyen,Excellent,3,33.0,289.92,1063.04,50.664,1,0,1,1,0,0
14912,2011-07-28,chatain,38.0,13.0,40994.0,F,licence,detective,76.24,oui,0,2011,7,3,3,30,0.65,2928.1428571428573,7.0,Confirme,Expert,Tres_eleve,Bon,2,26.0,152.48,991.1199999999999,40.624,1,1,1,0,0,0
14913,2011-05-03,blond,29.0,6.0,28606.0,M,doctorat,geologie,80.86,oui,1,2011,5,2,1,18,0.5454545454545454,4086.5714285714284,5.0,Junior,Experimente,Bas,Bon,4,24.0,323.44,485.15999999999997,54.086,1,0,1,1,0,1
14914,2014-02-19,blond,33.0,8.0,36444.0,M,licence,geologie,55.69,non,0,2014,2,1,2,8,0.5333333333333333,4049.3333333333335,7.0,Junior,Experimente,Eleve,Moyen,2,16.0,111.38,445.52,33.569,1,1,0,0,0,0
14915,2010-07-13,chatain,28.0,13.0,31755.0,F,doctorat,detective,94.73,oui,0,2010,7,3,1,28,1.3,2268.214285714286,-3.0,Junior,Expert,Moyen,Excellent,4,52.0,378.92,1231.49,62.473,1,0,1,1,0,0
14916,2010-07-08,brun,32.0,7.0,32799.0,F,licence,geologie,85.7,non,0,2010,7,3,3,27,0.5,4099.875,7.0,Junior,Experimente,Moyen,Excellent,2,14.0,171.4,599.9,35.57,0,0,1,0,0,0
14917,2011-05-27,chatain,34.0,10.0,34241.0,F,doctorat,detective,54.33,oui,0,2011,5,2,4,21,0.625,3112.818181818182,6.0,Junior,Experimente,Moyen,Moyen,4,40.0,217.32,543.3,55.433,1,0,0,1,0,0
14918,2012-07-18,brun,44.0,9.0,32632.0,M,master,forage,75.19,non,0,2012,7,3,2,29,0.34615384615384615,3263.2,17.0,Confirme,Experimente,Moyen,Bon,3,27.0,225.57,676.71,46.519,0,0,1,1,0,0
14919,2010-02-26,brun,35.0,11.0,35120.0,F,master,detective,82.05,oui,0,2010,2,1,4,8,0.6470588235294118,2926.6666666666665,6.0,Junior,Expert,Eleve,Bon,3,33.0,246.14999999999998,902.55,49.205,1,1,1,1,0,0
14920,2013-07-07,blond,40.0,11.0,38205.0,M,bac,geologie,47.02,non,0,2013,7,3,6,27,0.5,3183.75,11.0,Confirme,Expert,Eleve,Faible,1,11.0,47.02,517.22,25.701999999999998,0,1,0,0,0,0
14921,2014-12-03,blond,15.0,11.0,40240.0,M,licence,forage,65.96,oui,0,2014,12,4,2,49,-3.6666666666666665,3353.3333333333335,-14.0,Jeune,Expert,Tres_eleve,Moyen,2,22.0,131.92,725.56,37.596,0,1,0,0,0,0
14922,2013-01-27,chatain,47.0,12.0,39350.0,F,master,archeologie,81.34,oui,0,2013,1,1,6,4,0.41379310344827586,3026.923076923077,17.0,Senior,Expert,Eleve,Bon,3,36.0,244.02,976.08,50.134,0,1,1,1,1,0
14923,2012-05-10,chatain,20.0,17.0,41136.0,F,licence,detective,64.92,oui,0,2012,5,2,3,19,8.5,2285.3333333333335,-15.0,Jeune,Expert,Tres_eleve,Moyen,2,34.0,129.84,1103.64,43.492,1,1,0,0,0,0
14924,2010-10-31,chatain,43.0,9.0,36357.0,F,master,geologie,80.95,non,0,2010,10,4,6,43,0.36,3635.7,16.0,Confirme,Experimente,Eleve,Bon,3,27.0,242.85000000000002,728.5500000000001,47.095,0,1,1,1,0,0
14925,2011-06-02,roux,46.0,7.0,35519.0,M,licence,geologie,84.59,oui,0,2011,6,2,3,22,0.25,4439.875,21.0,Senior,Experimente,Eleve,Bon,2,14.0,169.18,592.13,35.459,0,1,1,0,0,0
14926,2011-03-22,blond,36.0,10.0,39053.0,M,master,geologie,95.18,oui,0,2011,3,1,1,12,0.5555555555555556,3550.2727272727275,8.0,Confirme,Experimente,Eleve,Excellent,3,30.0,285.54,951.8000000000001,49.518,1,1,1,1,0,0
14927,2012-02-01,brun,8.0,8.0,37437.0,M,licence,detective,70.1,oui,0,2012,2,1,2,5,-0.8,4159.666666666667,-18.0,Jeune,Experimente,Eleve,Bon,2,16.0,140.2,560.8,35.01,0,1,0,0,0,0
14928,2010-05-06,chatain,38.0,8.0,37531.0,F,master,forage,77.16,non,0,2010,5,2,3,18,0.4,4170.111111111111,12.0,Confirme,Experimente,Eleve,Bon,3,24.0,231.48,617.28,45.716,0,1,1,1,0,0
14929,2013-09-08,brun,38.0,13.0,40471.0,M,master,geologie,71.38,oui,0,2013,9,3,6,36,0.65,2890.785714285714,7.0,Confirme,Expert,Tres_eleve,Bon,3,39.0,214.14,927.9399999999999,50.138,1,1,0,1,0,0
14930,2010-04-21,chatain,30.0,9.0,39623.0,F,doctorat,detective,77.08,oui,0,2010,4,2,2,16,0.75,3962.3,3.0,Junior,Experimente,Eleve,Bon,4,36.0,308.32,693.72,56.708,1,1,1,1,0,0
14931,2012-11-03,brun,50.0,12.0,34928.0,M,master,geologie,96.07,oui,0,2012,11,4,5,44,0.375,2686.769230769231,20.0,Senior,Expert,Moyen,Excellent,3,36.0,288.21,1152.84,51.607,0,0,1,1,1,0
14932,2014-08-26,chatain,29.0,10.0,34144.0,M,doctorat,geologie,60.83,oui,0,2014,8,3,1,35,0.9090909090909091,3104.0,1.0,Junior,Experimente,Moyen,Moyen,4,40.0,243.32,608.3,56.083,1,0,0,1,0,0
14933,2013-06-17,blond,36.0,14.0,29403.0,M,master,geologie,93.88,oui,0,2013,6,2,0,25,0.7777777777777778,1960.2,4.0,Confirme,Expert,Bas,Excellent,3,42.0,281.64,1314.32,53.388,1,0,1,1,0,0
14934,2011-11-27,chatain,39.0,11.0,34874.0,F,master,geologie,71.69,non,0,2011,11,4,6,47,0.5238095238095238,2906.1666666666665,10.0,Confirme,Expert,Moyen,Bon,3,33.0,215.07,788.5899999999999,48.169,0,0,0,1,0,0
14935,2014-04-28,blond,25.0,7.0,43172.0,M,bac,geologie,48.07,non,0,2014,4,2,0,18,1.0,5396.5,0.0,Jeune,Experimente,Tres_eleve,Faible,1,7.0,48.07,336.49,21.807000000000002,1,1,0,0,0,0
14936,2011-09-16,blond,15.0,11.0,48243.0,M,bac,forage,33.95,non,0,2011,9,3,4,37,-3.6666666666666665,4020.25,-14.0,Jeune,Expert,Tres_eleve,Faible,1,11.0,33.95,373.45000000000005,24.395,0,1,0,0,0,0
14937,2013-01-10,blond,53.0,14.0,37729.0,F,licence,archeologie,98.2,oui,0,2013,1,1,3,2,0.4,2515.266666666667,21.0,Senior,Expert,Eleve,Excellent,2,28.0,196.4,1374.8,43.82,0,1,1,0,1,0
14938,2013-04-23,roux,44.0,8.0,36198.0,M,licence,geologie,66.91,non,1,2013,4,2,1,17,0.3076923076923077,4022.0,18.0,Confirme,Experimente,Eleve,Moyen,2,16.0,133.82,535.28,34.691,0,1,0,0,0,0
14939,2013-04-23,blond,55.0,8.0,30080.0,M,master,geologie,85.65,non,0,2013,4,2,1,17,0.21621621621621623,3342.222222222222,29.0,Senior,Experimente,Moyen,Excellent,3,24.0,256.95000000000005,685.2,46.565,0,0,1,1,0,0
14940,2011-04-18,brun,44.0,5.0,28731.0,M,doctorat,geologie,72.69,oui,0,2011,4,2,0,16,0.19230769230769232,4788.5,21.0,Confirme,Intermediaire,Bas,Bon,4,20.0,290.76,363.45,52.269,0,0,0,1,0,1
14941,2012-12-23,blond,39.0,7.0,33030.0,F,licence,forage,90.73,non,0,2012,12,4,6,51,0.3333333333333333,4128.75,14.0,Confirme,Experimente,Moyen,Excellent,2,14.0,181.46,635.11,36.073,0,0,1,0,0,0
14942,2014-05-24,brun,40.0,9.0,38722.0,F,master,archeologie,72.6,oui,0,2014,5,2,5,21,0.4090909090909091,3872.2,13.0,Confirme,Experimente,Eleve,Bon,3,27.0,217.79999999999998,653.4,46.26,0,1,0,1,0,0
14943,2014-10-04,roux,42.0,6.0,33759.0,F,bac,geologie,64.47,non,0,2014,10,4,5,40,0.25,4822.714285714285,18.0,Confirme,Experimente,Moyen,Moyen,1,6.0,64.47,386.82,22.447,0,0,0,0,0,0
14944,2010-08-26,blond,31.0,10.0,35069.0,M,licence,forage,50.63,non,0,2010,8,3,3,34,0.7692307692307693,3188.090909090909,3.0,Junior,Experimente,Eleve,Moyen,2,20.0,101.26,506.3,35.063,1,1,0,0,0,0
14945,2014-09-16,chatain,34.0,8.0,28908.0,F,master,geologie,86.14,non,0,2014,9,3,1,38,0.5,3212.0,8.0,Junior,Experimente,Bas,Excellent,3,24.0,258.42,689.12,46.614000000000004,0,0,1,1,0,0
14946,2013-06-14,chatain,50.0,9.0,32807.0,F,licence,geologie,84.31,non,0,2013,6,2,4,24,0.28125,3280.7,23.0,Senior,Experimente,Moyen,Bon,2,18.0,168.62,758.79,37.431,0,0,1,0,0,0
14947,2014-02-27,chatain,20.0,11.0,36950.0,M,master,geologie,64.09,non,0,2014,2,1,3,9,5.5,3079.1666666666665,-9.0,Jeune,Expert,Eleve,Moyen,3,33.0,192.27,704.99,47.409,1,1,0,1,0,0
14948,2010-09-22,roux,47.0,4.0,35868.0,F,licence,archeologie,78.05,oui,0,2010,9,3,2,38,0.13793103448275862,7173.6,25.0,Senior,Intermediaire,Eleve,Bon,2,8.0,156.1,312.2,31.805,0,1,1,0,0,0
14949,2010-09-23,chatain,37.0,11.0,34203.0,F,master,detective,66.84,non,0,2010,9,3,3,38,0.5789473684210527,2850.25,8.0,Confirme,Expert,Moyen,Moyen,3,33.0,200.52,735.24,47.684,1,0,0,1,0,0
14950,2013-07-08,blond,45.0,7.0,30351.0,M,master,geologie,49.7,non,0,2013,7,3,0,28,0.25925925925925924,3793.875,20.0,Confirme,Experimente,Moyen,Faible,3,21.0,149.10000000000002,347.90000000000003,41.97,0,0,0,1,0,0
14951,2014-09-27,chatain,25.0,0.0,31585.0,F,doctorat,forage,89.25,oui,0,2014,9,3,5,39,0.0,31585.0,7.0,Jeune,Debutant,Moyen,Excellent,4,0.0,357.0,0.0,48.925,0,0,1,1,0,0
14952,2010-02-06,roux,36.0,12.0,37116.0,M,licence,detective,74.26,oui,0,2010,2,1,5,5,0.6666666666666666,2855.076923076923,6.0,Confirme,Expert,Eleve,Bon,2,24.0,148.52,891.1200000000001,39.426,1,1,1,0,0,0
14953,2011-05-14,brun,52.0,10.0,27615.0,M,doctorat,detective,94.24,oui,0,2011,5,2,5,19,0.29411764705882354,2510.4545454545455,24.0,Senior,Experimente,Bas,Excellent,4,40.0,376.96,942.4,59.424,0,0,1,1,0,1
14954,2011-11-01,chatain,26.0,11.0,32339.0,F,master,forage,58.8,non,1,2011,11,4,1,44,1.375,2694.9166666666665,-3.0,Junior,Expert,Moyen,Moyen,3,33.0,176.39999999999998,646.8,46.88,1,0,0,1,0,0
14955,2010-09-27,blond,32.0,11.0,31473.0,M,doctorat,detective,98.57,oui,0,2010,9,3,0,39,0.7857142857142857,2622.75,3.0,Junior,Expert,Moyen,Excellent,4,44.0,394.28,1084.27,60.857,1,0,1,1,0,0
14956,2010-04-12,brun,28.0,14.0,34203.0,F,master,forage,72.93,non,0,2010,4,2,0,15,1.4,2280.2,-4.0,Junior,Expert,Moyen,Bon,3,42.0,218.79000000000002,1021.0200000000001,51.293,1,0,0,1,0,0
14957,2010-12-02,roux,22.0,14.0,32720.0,M,licence,forage,80.53,non,0,2010,12,4,3,48,3.5,2181.3333333333335,-10.0,Jeune,Expert,Moyen,Bon,2,28.0,161.06,1127.42,42.053,1,0,1,0,0,0
14958,2014-12-02,chatain,28.0,12.0,41972.0,M,licence,geologie,46.38,non,0,2014,12,4,1,49,1.2,3228.6153846153848,-2.0,Junior,Expert,Tres_eleve,Faible,2,24.0,92.76,556.5600000000001,36.638,1,1,0,0,0,0
14959,2014-12-01,brun,26.0,5.0,39788.0,F,bac,forage,62.4,non,0,2014,12,4,0,49,0.625,6631.333333333333,3.0,Junior,Intermediaire,Eleve,Moyen,1,5.0,62.4,312.0,21.240000000000002,1,1,0,0,0,0
14960,2010-01-21,chatain,38.0,14.0,40234.0,M,master,forage,80.62,oui,0,2010,1,1,3,3,0.7,2682.266666666667,6.0,Confirme,Expert,Tres_eleve,Bon,3,42.0,241.86,1128.68,52.062,1,1,1,1,0,0
